Affected user,Time,User full name,Event context,Component,Event name,Description,IP address,Origin
-,"22 Jan, 17:06",5hs2FHL6,Forum: FOP2 - Discussion Forum,Forum,Course module viewed,The user with id 'x' viewed the 'forum' activity with course module id 'x'.,10.30.0.20,web
-,"22 Jan, 16:38",5hs2FHL6,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"22 Jan, 16:36",5hs2FHL6,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Aug, 12:27",d3WHTlap,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 12:22",d3WHTlap,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 12:21",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Aug, 12:15",d3WHTlap,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 12:12",d3WHTlap,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 12:12",d3WHTlap,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 11:32",d3WHTlap,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 11:32",d3WHTlap,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 11:31",d3WHTlap,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 11:30",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Aug, 10:56",d3WHTlap,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 10:50",d3WHTlap,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 10:50",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Aug, 01:31",d3WHTlap,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 01:31",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Aug, 01:07",d3WHTlap,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 01:06",d3WHTlap,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 01:06",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Aug, 01:05",d3WHTlap,Course: myCourseName,System,User list viewed,The user with id 'x' viewed the list of users in the course with id 'x'.,10.30.0.20,web
-,"30 Aug, 01:04",d3WHTlap,Course: myCourseName,System,User list viewed,The user with id 'x' viewed the list of users in the course with id 'x'.,10.30.0.20,web
-,"30 Aug, 01:04",d3WHTlap,Course: myCourseName,System,User list viewed,The user with id 'x' viewed the list of users in the course with id 'x'.,10.30.0.20,web
-,"30 Aug, 01:04",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Aug, 01:00",d3WHTlap,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 01:00",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 Aug, 01:00",d3WHTlap,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 00:28",d3WHTlap,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 00:28",d3WHTlap,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"30 Aug, 00:00",d3WHTlap,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Aug, 21:29",d3WHTlap,File: Lecture 8,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Aug, 21:29",d3WHTlap,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Aug, 21:29",d3WHTlap,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Aug, 21:28",d3WHTlap,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Aug, 21:28",d3WHTlap,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Aug, 21:28",d3WHTlap,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Aug, 21:27",d3WHTlap,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Aug, 21:22",d3WHTlap,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Aug, 21:17",d3WHTlap,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Aug, 21:15",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"29 Aug, 11:06",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"29 Aug, 11:06",d3WHTlap,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"29 Aug, 11:06",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"23 Aug, 21:58",d3WHTlap,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"23 Aug, 21:58",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"22 Aug, 14:54",d3WHTlap,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"22 Aug, 14:54",d3WHTlap,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"22 Aug, 12:33",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"22 Aug, 12:28",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 Aug, 15:05",d3WHTlap,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 Aug, 15:05",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 Aug, 15:05",d3WHTlap,Forum: FOP2 - Discussion Forum,Forum,Course module viewed,The user with id 'x' viewed the 'forum' activity with course module id 'x'.,10.30.0.20,web
-,"9 Aug, 15:05",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 Aug, 15:04",d3WHTlap,Forum: News forum,Forum,Course module viewed,The user with id 'x' viewed the 'forum' activity with course module id 'x'.,10.30.0.20,web
-,"9 Aug, 15:04",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"1 May, 16:00",d3WHTlap,Other,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:25",d3WHTlap,Assignment: Group 1 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:25",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Apr, 15:25",d3WHTlap,Assignment: Group 1 Practical Test,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x76' for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:24",d3WHTlap,Assignment: Group 1 Practical Test,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x76' for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:24",d3WHTlap,Assignment: Group 1 Practical Test,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x76' for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:24",d3WHTlap,Assignment: Group 1 Practical Test,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x76' for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:23",d3WHTlap,Assignment: Group 1 Practical Test,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:23",d3WHTlap,Assignment: Group 1 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:12",d3WHTlap,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:04",d3WHTlap,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:03",d3WHTlap,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:03",d3WHTlap,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:03",d3WHTlap,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:03",d3WHTlap,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:03",d3WHTlap,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:03",d3WHTlap,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:02",d3WHTlap,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:02",d3WHTlap,File: Lab 5 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 15:01",d3WHTlap,File: Lab 5 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 14:43",d3WHTlap,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 14:41",d3WHTlap,File: Lab 5 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 14:28",d3WHTlap,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 14:17",d3WHTlap,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 14:03",d3WHTlap,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 14:03",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Apr, 14:00",d3WHTlap,Assignment: Group 1 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 14:00",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Apr, 13:59",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 Apr, 13:42",d3WHTlap,File: Sample Practical Test,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 Apr, 13:41",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 Apr, 17:06",d3WHTlap,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 Apr, 16:48",d3WHTlap,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 Apr, 16:41",d3WHTlap,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 Apr, 15:30",d3WHTlap,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 Apr, 15:04",d3WHTlap,File: Sample Practical Test,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 Apr, 15:04",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 Apr, 09:43",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 Apr, 15:43",d3WHTlap,File: Sample Practical Test,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 Apr, 15:43",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"21 Mar, 09:51",d3WHTlap,Quiz: Very Late MCQ,Quiz,Quiz attempt reviewed,The user with id 'x' has had their attempt with id 'x4' reviewed by the user with id 'x1' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:51",d3WHTlap,Quiz: Very Late MCQ,Quiz,Quiz attempt summary viewed,The user with id 'x' has viewed the summary for the attempt with id 'x4' belonging to the user with id 'x1' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:22",d3WHTlap,Quiz: Very Late MCQ,Quiz,Quiz attempt viewed,The user with id 'x' has viewed the attempt with id 'x4' belonging to the user with id 'x1' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:22",d3WHTlap,Quiz: Very Late MCQ,Quiz,Course module viewed,The user with id 'x' viewed the 'quiz' activity with course module id 'x'.,10.30.0.20,web
-,"21 Mar, 09:22",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"21 Mar, 09:07",d3WHTlap,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"21 Mar, 00:01",d3WHTlap,Assignment: Late Labs 1 - 4 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
